professor_name,school_name,department_name,post_date,student_star,student_difficult,comments,gender
Carrie  Sperling,Arizona State University,Law department,01/29/2009,4.5,3,"Very nice presentation style. Amusing and entertaining during class. Clearly laid out what she wanted. By nature, difficult to do well. Worthwhile class and a very good professor.",F
John  Cline,University of Guelph,Agriculture department,02/02/2015,5,1,"great teacher overall , really recomend taking his class. he takes you on lots of trips to different farms to experice horticulture first hand",M
John  Cline,University of Guelph,Agriculture department,01/16/2010,5,4,Excellent teacher. Explains things clearly and very knowledgeable of subject matter.,M
John  Cline,University of Guelph,Agriculture department,01/26/2009,2,3,No Comments,M
Charles A  Archer,Baruch College,Public Affairs department,04/08/2009,2,4,do not take this professor. he will unclear about the exams and he asks question of a point in the middle of the text... horrible professor.... the class in interactive and exciting but when it comes to exams and grades horrible,M
Ann  Stanton,Arizona State University,Law department,01/12/2013,4,1,"JV Class is just okay. Lots of material provided, no final, 4 short papers. Nothing will be graded until the end, which is annoying.",X
Rebecca  Tsosie,Arizona State University,Law department,05/10/2018,5,4,"By far the best Professor I have had in law school. Professor Tsosie is the most down to earth, caring, and talented individual I have met. She is passionate about her subject and her students. There is a lot of reading (welcome to law school) but the assignments are easy and the final is not bad. Participation counts so be prepared!",F
Rebecca  Tsosie,Arizona State University,Law department,03/22/2016,3,3,Con Law II with Tsosie was a pleasant class. She\'s very nice but also super leftist which may not be a problem for some but you have to write your exam knowing that.,F
Rebecca  Tsosie,Arizona State University,Law department,12/14/2015,5,1,"Con Law II with Professor Tsosie has been possibly the best part of law school experience. She came to class every day with so much energy, and smiles, and always rooted us on. She is open minded and loves when people share their ideas. If you can, please take her class and get ready for a wonderful experience!",F
Rebecca  Tsosie,Arizona State University,Law department,03/23/2015,4,3,Professor Tsosie is brilliant but doesn\'t use that to belittle you. Tries to keep you motivated and in high spirits. You have to attend class though and the reading is pretty extensive. There is a midterm paper of 12 pages you have a week to do it and the final is closed book.,F
Rebecca  Tsosie,Arizona State University,Law department,11/14/2012,4.5,3,"Professor T. is very nice, very helpful, and mostly clear about what she wants. She knows her stuff inside and out, and is willing to bend over backwards to make sure you get it. And yes, she\'s hot, but toothpick thin.",F
Rebecca  Tsosie,Arizona State University,Law department,08/16/2010,2.5,5,"Brazenly elitist, even for a law professor. (Check ++ anyone?) Her mood swings almost had a student in tears during one class. Promotes sycophantism to the point where she had over half the class voting for a closed book exam at the end of the semester. She does know her stuff though, if you are willing to put up with all of that.",F
Rebecca  Tsosie,Arizona State University,Law department,11/20/2009,5,2,No Comments,F
Laurence  Winer,Arizona State University,Law department,01/01/2017,5,3,"If 1st A. jurisprudential concepts spark your passion, you should enroll. Professor Winer is a well-respected academic, as such, there is no one more qualified to help students examine the musings of the 1st A. progenitors. The most enjoyable facet was his lectures; his preparedness provided for substantive, thought-provoking presentations.",M
Laurence  Winer,Arizona State University,Law department,12/06/2014,4,2,"He\'s a Yale academic with a Ph.D J.D. Professor Winer knows his material inside and out. He took classes with Calabresi in Yale, so he is an expert in Tort law. Be prepared for non-survey Torts class, meaning you will go in depth in a few areas and not cover the entire textbook. This is great. Fair cold caller, but calls students once a term.",M
Albert  Amatulli,Fashion Institute of Technology,Communication department,05/02/2011,4,3,"A very sweet and kind professor with a lot to offer. You have the chance to grow a lot in this class, but not if you slack on your work! He is very supportive of student\'s work and will give you specific direction on how to improve, and you will, if you are willing to listen. : )",M
Albert  Amatulli,Fashion Institute of Technology,Communication department,01/06/2011,3.5,4,Use the markers like they were paint. Work must be clean and detailed flawlessly. There\'s no way you can get an A in this class without spending at least four hours on each homework assignment. The blending and idea process takes time. He\'s a seasoned funny experienced professor. Pay attention and don\'t slack. You\'ll learn a lot.,M
Albert  Amatulli,Fashion Institute of Technology,Communication department,02/11/2010,4.5,4,Take his class if you have the chance. He is a tough grader but you will learn from him. He has a great career behind him and is very supportive and shares anything he thinks will help you. Very cool man.,M
Albert  Amatulli,Fashion Institute of Technology,Communication department,01/27/2010,2,3,"He is a nice guy but it seems like the class is a little out dated.You pretty much listen to his tangencent stories, and you really do notget much out of the lectures.Plus he is not the clear with directions on assignments. But it was nice to hear about his career in the creative ad world and how the profession has changed.",M
Albert  Amatulli,Fashion Institute of Technology,Communication department,08/08/2009,4.5,3,"Great guy, very experienced and easy to get along with. Had some difficulties with his grading methods, he is hard assed about improvement and hes NOT an easy A. It is a very good class however",M
Howard  Cabot,Arizona State University,Law department,06/04/2013,4,4,"Weird class. Lots of reading, but you probably don\'t need to do it all, just participate (doing the reading didn\'t help me!) Final paper was very fluffy and is most of the grade - pick a book you can pull some substantive stuff out of, otherwise it will be difficult.",X
Larry J  Cohen,Arizona State University,Law department,01/11/2012,5,1,"Prof. C. is great! I enjoyed watching his lectures as he paced about. Easy to listen to and understand. He\'s approachable and laid-back. His experience at (current) practice make for good, interesting stories and he\'s not particularly anal about anything. Don\'t bother with the textbook unless reading is your preferred way of learning.",M
Larry J  Cohen,Arizona State University,Law department,03/31/2009,4,2,Really nice guy and professor. Genuinely wants you to be ethical in practice and takes a practical approach to learning. Read the rules but no need to read the textbook. Has sincere concern for his students and their well being.,M
Grady  Gammage,Arizona State University,Law department,03/06/2009,5,1,"Very entertaining, very honest. He teaches the subject very well and brings a lot of experience to the table. I thoroughly enjoy being in his class.",M
Grady  Gammage,Arizona State University,Law department,03/05/2009,5,1,Very good teacher.,M
Randolph  Haines,Arizona State University,Law department,01/04/2014,3.5,5,"Prof (Judge) Haines is a great Prof. He is challenging, so if you don\'t want to work and stay on top of your readings, don\'t take his class. His class consists of a lot of hypo problems which you work through. At first, I disliked it, but then I found it SO helpful! Great way to really understand the material. He\'s great and I\'d take him again!",M
Randolph  Haines,Arizona State University,Law department,01/11/2010,4,5,"This is a very highly intelligent man who expects you to rise to his level. If you\'re not willing to work hard in his class, you should not bother signing up for it. But if you enjoy being challenged and learning at an extremely high level, you will love this class. This was one of the best professors I\'ve ever had; he blew my mind every class!",M
Randolph  Haines,Arizona State University,Law department,03/31/2009,2,5,"Enrolled in Ch. 11 without being told their was an intro. bankruptcy class that I should have taken. He constantly asks ""what is your authority for that?"" but gives answers in circles without answering many of the questions he asks. He doesnt teach logically but in a roundabout way. Be careful.",M
Jana  Sladkova,University of Massachusetts,Psychology department,05/09/2018,1,3,"You have no idea how bad this professor is. Literally on the very first day she told us ""I almost got fired for not understanding this course fully."" and she proved that to be true every single day of the semester. Has no idea what she\'s doing and there is zero guidance for the huge paper. DO NOT TAKE HER.",F
Jana  Sladkova,University of Massachusetts,Psychology department,03/21/2018,1,4,"Jana was my least favorite professor in college I ever had. She is extremely rude and makes you feel stupid A LOT. Do not call her ""professor"" because she will yell at you and it will not be fun. She laughs at you if you\'re wrong and makes you feel less than human when you do something like leave class early for an appointment. RUN THE OTHER WAY!",F
Jana  Sladkova,University of Massachusetts,Psychology department,03/29/2017,2,4,"I would not recommend this professor for Research 3. She is extremely disorganized and even admitted to us that she does not fully understand the course. She is very dismissive, scatterbrained, and her grading system is off. She offers very little feedback, even though the work load is extremely heavy. This class is not worth the stress.",F
Jana  Sladkova,University of Massachusetts,Psychology department,08/05/2015,2.5,4,"Very disappointed in this professor. Great subject and l learned a good amount, however, her grading was very unfair and offered little feedback, especially for group projects.",F
Jana  Sladkova,University of Massachusetts,Psychology department,05/11/2014,3.5,2,"It was a full semester of brain washing. I liked the talking points, however, a professor shouldn\'t influence their students thinking, that should be left at church. She was also very rude and dismissive, not worth the work.",F
Jana  Sladkova,University of Massachusetts,Psychology department,12/12/2013,5,3,"This turned out to be one of my favorite classes thus far. Jana is an amazing communicator and enlightened me about society in a way I was unaware of. I recommend this class if you want to have a clearer view on different cultures. Some of the lectures were very moving.The material Jana used was mostly articles, which were excellent way to learn.",F
Jana  Sladkova,University of Massachusetts,Psychology department,05/05/2012,5,1,"I loved the class. I looked forward to going to it every single time. It was not boring at all. Try to do the readings before each class. They are actually interesting. Jana is an awesome professor. No exams, just some papers due, your choice topics. The final paper is time consuming, but you have plenty of time to work on it, and its done in group",F
Jana  Sladkova,University of Massachusetts,Psychology department,05/01/2011,5,4,"This is my second course with Jana and, as always, she has given me more knowledge than any other Professor. She\'s not horribly hard, but she expects you to read. Not difficult. A very insightful and kind Professor who enjoys others thoughts. Hands down best Professor I have taken at UML.",F
Jana  Sladkova,University of Massachusetts,Psychology department,03/29/2009,3,3,Community psych: There is a lot of group work and 2 oral class presentations.The presentations are critiqued by the prof and students via feedback sheets. Also some papers but you can submit revisions if you need to. If you dont enjoy public speaking or lots of group work I wouldn\'t recommend this class.,F
Jana  Sladkova,University of Massachusetts,Psychology department,01/26/2009,3.5,2,"If you don\'t like group work would not reccomend, every class involves breaking off into groups. Sometimes unclear, but is very flexible with grading. Grade consisted of group presentations and take home tests.",F
Bruce  Meyerson,Arizona State University,Law department,03/06/2009,2.5,2,"I don\'t get the feeling that he really wants to be teaching. He is lazy and he just boasts himself all the time. He always thinks he\'s right. Also, too much reading.",M
Jon  Sands,Arizona State University,Law department,09/20/2012,5,4,Great at oral advocacy!!,X
Nikki  Flinn,Hope College,Fine Arts department,11/27/2017,1,5,"Flinn is a tough professor. She never states her expectations which makes it difficult to succeed in this class. She really cares about art and dance but it is portrayed unclearly. I think she should reconsider her teaching strategies, especially since this is a class geared towards future educators.",F
Nikki  Flinn,Hope College,Fine Arts department,04/02/2017,4,3,We did a lot of projects. You are graded on participation. She really cares about you doing well.,F
Nikki  Flinn,Hope College,Fine Arts department,03/23/2017,5,5,"Ms. Flinn is a very caring dance teacher. She\'s hard-working, but can be very nice at times.",F
Nikki  Flinn,Hope College,Fine Arts department,11/11/2015,4,2,"Nicki is amazing. I had her for Dance for Sport and another dance class. Not only is she cute as a button, she\'s a great person and cares about her students (or at least, she makes you feel like she does) :) She is a great professor; love her and wish I knew her more personally!",F
Nikki  Flinn,Hope College,Fine Arts department,02/05/2015,3,4,"The amount of homework she gives is seriously crazy. Don\'t think about missing a class, she gives extra assignments to make up for it.",F
Nikki  Flinn,Hope College,Fine Arts department,09/16/2013,5,1,"I am not a dancer, but Nicki made the dance classes fun. I really like her as a person and a professor.",F
Nikki  Flinn,Hope College,Fine Arts department,01/20/2010,5,2,"Nikki is so cool! She cares about your progress in class and makes herself available to you if you need help with anything. Attend class, play, have fun, do your journal entries every week and you\'ll do great!",F
Nikki  Flinn,Hope College,Fine Arts department,01/29/2009,4,3,No Comments,F
Jeffrey  Scarborough,San Francisco State University,Biology department,05/03/2015,2.5,4,"He is a nice guy, but he is very disorganized in his teaching methods. His lectures are very hard to follow so its hard to take good notes in this class. He takes attendance really seriously, so only miss class if you have a legitimate reason. homework is reading super long articles , a midterm, 8 page paper, final! I wouldn\'t suggest this teacher",M
Jeffrey  Scarborough,San Francisco State University,Biology department,01/29/2009,4.5,3,Very helpful. Cleared up many of the issues I had with the instruction.,M
"Howard ""Jake""  Jacobson",University of Nebraska-Kearney,Art & Art History department,01/08/2014,1,4,Not recommend this class,M
"Howard ""Jake""  Jacobson",University of Nebraska-Kearney,Art & Art History department,12/24/2013,1.5,5,Hate this class anyway,M
"Howard ""Jake""  Jacobson",University of Nebraska-Kearney,Art & Art History department,12/22/2013,1,5,So rude! He never help but he is harsh. He insult student\'s work!,M
"Howard ""Jake""  Jacobson",University of Nebraska-Kearney,Art & Art History department,12/22/2013,1,4,Very rude! He should not been a professor,M
"Howard ""Jake""  Jacobson",University of Nebraska-Kearney,Art & Art History department,07/25/2013,2.5,3,I hated taking this class. I felt that the teacher was not helpful and at times came across as very rude. He sat in his office the whole semester except when he was doing his few tutorials.,M
"Howard ""Jake""  Jacobson",University of Nebraska-Kearney,Art & Art History department,10/30/2012,4.5,2,Jake is a good teacher but in ceramics there\'s only so much a good teacher can do. The class itself can be frustrating but he\'s a good teacher that helps as much as he can.,M
"Howard ""Jake""  Jacobson",University of Nebraska-Kearney,Art & Art History department,07/31/2011,2.5,2,He\'s a nice enough guy but he can be very condescending at times. He didn\'t offer much help while in class. He basically instructed for 3 days and then sat in his office for the rest of the semester and didn\'t come out. He shows signs of being biased against graphic design students as well as opposed to studio majors.,M
"Howard ""Jake""  Jacobson",University of Nebraska-Kearney,Art & Art History department,03/10/2009,5,2,"Wonderful Teacher, always willing to help and fun to have!!! Definitely enjoyed the class",M
Junmei  Tang,University of Maryland,Geography department,03/13/2012,3.5,1,I learned a lot but I wasn\'t crazy about her teaching style.,F
Junmei  Tang,University of Maryland,Geography department,04/23/2010,3,3,"She knows alot, but her accent sometimes makes her difficult to understand. She\'s nice if she knows u work hard, shell answer any questions u have. There were 2 blue book exams (rather difficult). 4 Labs (all following the tutorials in arcgis so they\'re step by step). U also need to present on 2 journal articles and one huge final group project.",F
Junmei  Tang,University of Maryland,Geography department,01/26/2009,4.5,4,She is very nice. Has an accent and sometimes it is hard to understand her. The tests are hard but manageable. She is very knowledgeable and tries to help with what she can so you can learn. Not an easy class but very interesting.,F
Michael  Johnson,Concordia College,Religion department,11/17/2017,2,4,"A difficult professor, 15 papers due in one professor. Prepare to study a lot.",M
Michael  Johnson,Concordia College,Religion department,09/19/2017,1,5,I cannot stress this enough--DO NOT take johnson if you don\'t have to. Very lecture heavy and gives out a ton of papers. His instructions for assignments are NEVER clear and his syllabus isn\'t accurate either regarding when things are due. How he explains things & his train of thought are so beyond weird that I could never in attention in lecture,M
Michael  Johnson,Concordia College,Religion department,11/07/2016,3,3,"Dr. Johnson\'s class as of 2016 really wasn\'t that bad. He gives out lots of papers to write and he is very lecture heavy. If you go to class everyday, you\'ll do fine on the tests. His study guides are really really really long but totally unnecessary. If you listen well and do the assignments and read occasionaly, you\'ll do fine on tests.",M
Michael  Johnson,Concordia College,Religion department,10/17/2016,2,3,Soooo many papers to write and material-heavy when it comes time for exams. You really need to know your stuff.,M
Michael  Johnson,Concordia College,Religion department,11/17/2015,2,3,"Johnson is helpful in the sense that he wants to help, but the problem is that you will walk away more confused than ever. He will waste hours of your life every week and will talk himself to death during his painful lectures. I\'ve been a straight A student my whole life but he has a way of making me not care what grade I get in his class.",M
Michael  Johnson,Concordia College,Religion department,11/08/2012,3,2,"Prof. Johnson is a well-read individual who is very knowledgeable in his field. at time he is hard to understand but does a good job presenting materials. He is a little to power-point intense at times. Readings aren\'t necessarily that important, just try to stay engaged and show up.",M
Michael  Johnson,Concordia College,Religion department,06/26/2012,2.5,2,"He clearly knows his subject matter, but is not necessarily the best at running a class. Takes weeks, if not months to return assignments, but is an easy grader. He left only three class days to cover the entirety of Islam, and as such I received only a very general overview of the religion.",M
Michael  Johnson,Concordia College,Religion department,11/28/2011,4.5,1,"Dr. Johnson is clearly passionate about his subject. If you take the time to talk with him he is very nice, and always willing to help you succeed in his class. He is a very good grader, but perhaps not the best speaker. He does over use PowerPoint a bit too much, but he tries to open things up for discussion as well. Do the readings though!",M
Michael  Johnson,Concordia College,Religion department,08/31/2011,2,3,"Kind of a weird guy. No PhD, but still knowledgeable. Definitely not a gifted speaker, but the powerpoints are what drag on the class. Reading may or may not be vital to doing well on the exams... it varies.",M
Michael  Johnson,Concordia College,Religion department,12/22/2009,1.5,3,"I\'m a 2nd-year English major and he would say things like I ""didn\'t mean"" parts of my papers. He also repeated(in a much wordier fashion) what a student said in class, thus killing any and all discussion. I felt as if my intelligence had been insulted after every class. He also gave us 7 pages of Arabic terms to learn the weekend before the final.",M
Michael  Johnson,Concordia College,Religion department,12/08/2009,1.5,2,No Comments,M
Michael  Johnson,Concordia College,Religion department,12/01/2009,2.5,3,"The class drags on and he has unnecessarily long powerpoint presentations. Our midterm paper was returned the day before a major paper was due, so it\'s difficult to know how he grades. He is boring as watching paint dry, but if you\'re interested in Christian ethics, he\'s alright. Student presentations were fun AND interesting.",M
Michael  Johnson,Concordia College,Religion department,11/11/2009,2.5,2,"If you can make it through the long drawn out class, and his constant struggling of trying to get his point across, it\'s not that bad. Get\'s major assignments back to you in about a month or two. He knows his stuff, just struggles while speaking in front of an audience. Boring but not bad.",M
Thomas  Lagana,Towson University,Music department,12/22/2011,5,2,"Was nervous about this class based on reviews, but Tom made it enjoyable and easy to learn. I had no prior knowledge or interest in jazz history, and came out of it knowing SO MUCH. Go to class, pay attention, and study for the tests and you\'ll be fine.",M
Thomas  Lagana,Towson University,Music department,05/03/2011,4,1,"he is a good teacher but is only there to make extra money because his dream of being a jazz musician isnt working out for him. he is there to get people to go to his concerts. you have to pay to go to them and if you go, you get extra credit. he sells extra credit points. the final is easy if you pay attention and study. dont get the textbook.",M
Thomas  Lagana,Towson University,Music department,04/13/2011,4.5,2,The guy can be a complete jerk if he needs to be. Please turn your cell phone off before coming to class and don\'t be late. I loved the class and learned alot. He really loves what he teaches and knows his stuff. I\'d recommend the class to anyone.,M
Thomas  Lagana,Towson University,Music department,11/18/2010,4,2,"He\'s a really good guy. He won\'t let you call him Prof. Lagana. Just Tom. Do turn off your cell phone before you get to class and everything will be fine. He really likes what he teaches and by the end, has you liking it too.",M
Thomas  Lagana,Towson University,Music department,05/11/2010,4,4,Forget what everyone else is saying. He\'s a great professor. He has a great interest in jazz and it makes the class a lot easier and more interesting. I loved the class and it made me very interested in jazz.,M
Thomas  Lagana,Towson University,Music department,12/20/2009,1.5,5,"This guy\'s class consists of him stroking his own ego and being on a power trip. Do not take this class. It\'s a lot of work and he\'s not worth any of it. I repeat, DO NOT TAKE THIS CLASS.",M
Thomas  Lagana,Towson University,Music department,11/24/2009,2.5,4,"i used to think he was a cool dude, but he just got meaner and stricter as the semester went on. he only has 2 tests, and they\'re both really tough. he gives out bonus points if you go and see his band because no one else will go and see them unless they are bribed. words of advice- stay away from the langana!",M
Thomas  Lagana,Towson University,Music department,11/18/2009,2,5,"Prof Lagana is so mean, he yells at students alot. He takes away your cell phone if it rings and will not give it back until he leaves his office for the day. The whole class is him speaking at you with a powerpoint. He yells at you if you are late. DO NOT TAKE HIM",M
Thomas  Lagana,Towson University,Music department,01/29/2009,3,4,guys very mean and a jerk. way too serious for a gened work my butt off for nothing. do not take this class...lagana if you reading this.. your piano skills blow,M
Saul  Tobias,California State University Fullerton,Liberal Studies department,01/20/2018,4,3,He\'s really chill and as long as you\'re on top of things you should be able to get an A,M
Saul  Tobias,California State University Fullerton,Liberal Studies department,01/10/2018,5,3,"Professor Tobias made class very interesting. He got us to think more critically and at the end of the semester we were questioning the truth in everything. He gave us one quiz, we has one group project, and the final was a presentation and paper. we had a few worksheets that were based on completion and effort which were based on the readings.",M
Saul  Tobias,California State University Fullerton,Liberal Studies department,01/10/2018,4,2,"Tobias is awesome. There are weekly discussion posts, but he doesn\'t grade too hard. The class has two tests, consisting of multiple choice, vocab, and an essay. He gives you the topic of the essays beforehand so you can prepare them. If you study the slides he posts, you can easily get an A. You don\'t need to fully read the two books. He is easy.",M
Saul  Tobias,California State University Fullerton,Liberal Studies department,01/10/2018,5,3,"Dr. Tobias is an amazing teacher. He does make you read a book, but the worksheets associated with them are grades based on effort. He has one test, which is pretty easy if you study. He also has two projects, one group and one by yourself. The group project is basically explaining what you learned about critical thinking. He doesn\'t grade too hard",M
Saul  Tobias,California State University Fullerton,Liberal Studies department,12/29/2017,5,2,"Grade consists of midterm, final, easy paper on migration, and discussion quesitons that are due weekly. The two books are required as they are basically what the whole class is based on. If you read, no problem to get at least a B. And for the paper he gives you it the first week and is due a week before the midterm. He\'s very passionate the class",M
Saul  Tobias,California State University Fullerton,Liberal Studies department,12/20/2017,5,2,Tobias is a gem! He is so passionate and cares about his students educations. He is so easy to talk to and I definitely recommend taking his class. He will make you think deeper and will challenge your current knowledge.,M
Saul  Tobias,California State University Fullerton,Liberal Studies department,12/12/2017,5,2,"Professor Tobias is absolutely an amazing teacher. The topics discussed in class were very engaging and taught very well. The class revolves on many readings (that aren\'t too bad), a small test, and two projects. If you have to take an Honors 101A course, I would definitely recommend him.",M
Saul  Tobias,California State University Fullerton,Liberal Studies department,12/07/2017,5,2,"Dr. Tobias is such a kind and caring professor! I took him for Critical Thinking and you can tell he is really passionate about the subject he teaches which makes the class so interesting. This professor gives amazing feedback to his students and as long as you make some effort in his class, he will do his best to make sure you succeed.",M
Saul  Tobias,California State University Fullerton,Liberal Studies department,09/22/2017,5,3,"Great professor! He is very passionate and knowledgeable about the subjects. Also, good looking.",M
Saul  Tobias,California State University Fullerton,Liberal Studies department,07/11/2017,5,3,"One of my favorite professors. Great lectures and gives good instructions. He assigns readings every week but its usually 15 pages. So not much reading. Very interesting class, and he grades easy.",M
Saul  Tobias,California State University Fullerton,Liberal Studies department,05/10/2017,5,4,"He is honestly one of the best professors I\'ve ever had! He knows how to deliver information in a way that it will be interesting, thought-provoking, and remembered. During his lectures, the time flies very fast because it\'s never boring. He is very talented, but his class is challenging. Be prepared to invest your time and effort.",M
Saul  Tobias,California State University Fullerton,Liberal Studies department,02/18/2017,5,2,"He has such an adorable accent! I honestly thought this was going to be a difficult class but it was rather interesting. You have one project, a midterm, and a final. If you keep up with the readings/ review his powerpoints you will do just fine!",M
Saul  Tobias,California State University Fullerton,Liberal Studies department,12/23/2016,5,1,"Professor Tobias is a really kind and caring professor! Although his lectures are really BORING and makes you fall asleep because of his soothing voice, his class isn\'t hard at all! I recommend you take this class, we need to buy 2 books for this class but it costs like 7 dollars for each. We do read a lot, but honestly it\'s not that bad!!!",M
Saul  Tobias,California State University Fullerton,Liberal Studies department,12/07/2016,4,4,Tobias is great!! He\'s super helpful and really wants to make sure you pass. BUT you have to do the work. You have to do 3 papers for the class. They aren\'t too hard as long as you pay attention in class and do the readings. Overall a really interesting class. He also makes class discussions super interesting and thought-provoking.,M
Saul  Tobias,California State University Fullerton,Liberal Studies department,01/27/2016,4,3,"Not too much homework. He assigns a lot of reading so keep up on that if you want to do well on the tests. His accent is lovely. 2 tests, 2 projects. Final Project is pretty easy but I thought the first project was pretty difficult. Tests are kinda hard so study a lot. He\'s a pretty cool guy and class is generally interesting.",M
Saul  Tobias,California State University Fullerton,Liberal Studies department,01/05/2016,3.5,3,"Boring lectures and discussions most of the time. It wasn\'t a difficult class but you do read. A LOT. One paper, 2 test, final presentation. He seems to be nice but will do whatever it takes to deduct points if he dislikes you. Super crazy about attending and dumb little details like that.",M
Saul  Tobias,California State University Fullerton,Liberal Studies department,12/16/2014,4.5,2,"Tons of class discussion and debate about truly interesting stuff. 2 group projects, 2 papers, 1 presentation NO tests ! Not a challenging class but not an easy one either. If you attend class & apply yourself u will do fine. Very willing to help students and make them succeed. Definitely would suggest this class :) !",M
Saul  Tobias,California State University Fullerton,Liberal Studies department,12/02/2014,3,4,"This class wasnt bad. If you enjoy politics, economics, boring stuff like that. It wasn\'t a difficult class but you do read. A LOT. The first paper isn\'t hard. The Final paper is difficult and so is the group project. He\'s very nice and always willing to help.",M
Saul  Tobias,California State University Fullerton,Liberal Studies department,11/16/2014,5,3,I really recommend Professor Tobias! I did this class with service learning. He is such a nice professor. Read the books! they are not boring if you really like the subject. He does ask about the reading and does a lot of open discussion. He is European and knows African Dialect. He is very outgoing and sweet.,M
Saul  Tobias,California State University Fullerton,Liberal Studies department,10/29/2014,5,3,"He is a wonderful professor, extremely helpful simply attend his office hours, he loves students who participate alot. His lectures are long so pay attention take notes because its useful for exams. Overall if you put in the work you will get a good grade",M
Jenn  Wagaman,University of Alaska Fairbanks,English department,02/10/2016,4.5,4,Jen was great! I was apprehensive about taking the class because I feared writing papers. As long as you try your best then she will help you. If she thinks you are not trying then you\'re on your own. She gives great feedback! I would recommend her to everyone!,F
Jenn  Wagaman,University of Alaska Fairbanks,English department,09/12/2015,4.5,3,"I took the class online and she was awesome! Very understanding and allowed you to have options for your writing. Course was tough, but she was always there to help. Highly recommend!!",F
Jenn  Wagaman,University of Alaska Fairbanks,English department,01/29/2009,5,4,No Comments,F
Chris  Cotton,Norco College - Riverside CCD,English department,01/10/2015,5,1,"Best professor ever!!! Take him! Highly recommend! His classes are fun, good feedback on the essays, barely any homework!",M
Chris  Cotton,Norco College - Riverside CCD,English department,08/28/2014,5,1,"Cotton is the best! I am so happy that I took him for Eng 1A. This class was so easy and he is very easy going. He really understands the stresses of school, work, and personal life of a college student. He meets you halfway and treats you with the upmost respect. I will never forget him! I wish he taught Eng 1B at RCC. Awesome guy!",M
Chris  Cotton,Norco College - Riverside CCD,English department,07/28/2014,5,2,"Awesome teacher! Very funny, but also very stern when it comes to homework. Show up, show you care, and do your work and you will be fine. He does a lot of interactive assignments.",M
Chris  Cotton,Norco College - Riverside CCD,English department,01/13/2014,4,1,"If you guys are looking for the class where you want to learn, this is not a class for you.I you guys are struggling with english and just looking for easy way out with an A, this is the class you want to take. he is not looking for quality just a quantity. thus, your paper must be full length . if u do so, you have an A",M
Chris  Cotton,Norco College - Riverside CCD,English department,11/24/2013,5,3,Very funny!!! He always cares about his student!! I recommend 100%,M
Chris  Cotton,Norco College - Riverside CCD,English department,11/06/2013,5,3,Best Teacher iv had at Norco College and hes is super FUNNY!!!!!,M
Chris  Cotton,Norco College - Riverside CCD,English department,11/05/2013,5,1,Great teacher! And really funny!,M
Chris  Cotton,Norco College - Riverside CCD,English department,07/05/2013,5,1,"Very awesome teacher!! Really takes the time to help you understand the work. He will take time if you ask him to review your paper before they are due for a better grade. There are only 4 papers due, very easy class!!! Only reason I got a C was be caused I missed 1 essay.",M
Chris  Cotton,Norco College - Riverside CCD,English department,07/20/2012,5,1,"Awesome class, very funny and cool guy, knows his subject really well. you will actually learn",M
Chris  Cotton,Norco College - Riverside CCD,English department,06/05/2012,5,2,Best teacher ever must take him!b,M
Chris  Cotton,Norco College - Riverside CCD,English department,05/29/2012,5,1,"Took him last fall. He is a funny professor. Very sarcastic. Do NOT text in his class or be late. Those are extremely important to him. Does not grade that hard. Assigns 4 essays, but this is an ENGLISH class. Is not easy to contact through email, but is very helpful when talked to in person. Is passionate about his subject!",M
Chris  Cotton,Norco College - Riverside CCD,English department,02/16/2012,5,1,"One of my favorite teachers. Very funny, reminds me of Seth Rogen by his looks and his jokes. lol Class time is usually spent going over journal entries and group work. If you\'re not into essays you may hate it because he assigns 4 but other than that he never assigns homework. Meet minimum requirements with minor errors and you\'ll pass his",M
Chris  Cotton,Norco College - Riverside CCD,English department,02/09/2012,5,1,This is the best teacher I\'ve had here at Norco! I hated english before but he made it interesting. He always has funny things to say and makes class worthwhile. I highly recommend him!!,M
Chris  Cotton,Norco College - Riverside CCD,English department,01/26/2012,5,1,Great teacher one of the best if not the best!!,M
Chris  Cotton,Norco College - Riverside CCD,English department,07/30/2011,5,2,He definitely gives you the grade you deserve! You will benefit from this class for sure! Best teacher I\'ve had for a while! He is always in a good mood too!,M
Chris  Cotton,Norco College - Riverside CCD,English department,07/13/2011,5,3,"by far one of the best instructors I have had at RCC. Very clear, answers any and all questions. Good about returning Email. I learned a lot. If I got off track, he would direct me, and get me going in the right direction again.",M
Chris  Cotton,Norco College - Riverside CCD,English department,06/08/2011,5,1,"Professor cotton was a really good teacher, very helpful, kinda funny, into himself alot though, loves the boston red soxs.....ew...but hey take him i recommend you wont regret him!",M
Chris  Cotton,Norco College - Riverside CCD,English department,06/04/2011,5,2,"i had prof. cotton for engish 50 and 1a, he is the BEST. super helpful, funny, and gives you the grade that you deserve with the hard work you put in. definitely take him. you will learn a lot and have a good class! =)",M
Chris  Cotton,Norco College - Riverside CCD,English department,05/30/2011,5,1,"cotton was like one of the best english teachers i have ever had. hes really chill and makes class interesting and fun. hes a very lenient grader and we only do like 4 essays, a final, and a bunch of journals. and he doesnt even read them, he just looks for page length.",M
Chris  Cotton,Norco College - Riverside CCD,English department,05/06/2011,5,2,"Mr Cotton is the easiest english teacher at this school. 4 essays, rough & final draft. nearly a month for each paper. He will stay late or meet up if you ask for help. Makes everything clear. He is as committed to you as you are to passing the class.",M
